mnemonic,unit,value,descr,API,file,MaxDepth
MRT,DEGF,154.0,Maximum Recorded Temperature,0504510461,0504510461_2249185.LAS,6417.5
BHT,DEGF,162.0,Bottom Hole Temperature (used in calculations),0504510462,0504510462_2280107.LAS,5944.0
MRT,DEGF,162.0,Maximum Recorded Temperature,0504510462,0504510462_2280107.LAS,5944.0
BHT,DEGF,175.0,Bottom Hole Temperature (used in calculations),0504510463,0504510463_2586915.las,7792.5
MRT,DEGF,175.0,Maximum Recorded Temperature,0504510463,0504510463_2586915.las,7792.5
MRT,,208 F,MAXIMUM RECORDED TEMPERATURE,0504510468,0504510468_2699724.las,7325.0
BHT,DEGF,277.0,Bottom Hole Temperature (used in calculations),0504510471,0504510471_2241452.LAS,10166.5
MRT,DEGF,277.0,Maximum Recorded Temperature,0504510471,0504510471_2241452.LAS,10166.5
BHT,DEGF,276.0,Bottom Hole Temperature (used in calculations),0504510472,0504510472_2373174.LAS,10516.5
MRT,DEGF,276.0,Maximum Recorded Temperature,0504510472,0504510472_2373174.LAS,10516.5
BHT,DEGF,278.0,Bottom Hole Temperature (used in calculations),0504510473,0504510473_2591726.las,10170.0
MRT,DEGF,278.0,Maximum Recorded Temperature,0504510473,0504510473_2591726.las,10170.0
BHT,DEGF,270.0,Bottom Hole Temperature (used in calculations),0504510473,0504510473_2591727.las,10183.0
MRT,DEGF,273.0,Maximum Recorded Temperature,0504510473,0504510473_2591727.las,10183.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504510474,0504510474_2258145.LAS,1192500.0
MRT,DEGF,278.0,Maximum Recorded Temperature,0504510474,0504510474_2258145.LAS,1192500.0
MRT3,,,Maximum Recorded Temperature 3,0504510474,0504510474_2258145.LAS,1192500.0
MRT2,,,Maximum Recorded Temperature 2,0504510474,0504510474_2258145.LAS,1192500.0
MRT1,DEGF,278.0,Maximum Recorded Temperature 1,0504510474,0504510474_2258145.LAS,1192500.0
BHT,DEGF,248.0,Bottom Hole Temperature (used in calculations),0504510485,0504510485_2299147.LAS,10928.0
MRT,DEGF,248.0,Maximum Recorded Temperature,0504510485,0504510485_2299147.LAS,10928.0
BHT,DEGF,194.0,Bottom Hole Temperature (used in calculations),0504510486,0504510486_2247065.LAS,9879.5
MRT,DEGF,194.0,Maximum Recorded Temperature,0504510486,0504510486_2247065.LAS,9879.5
BHTEMP,degF,178.0,Bottom Hole Temperature,0504510487,0504510487_2363369.LAS,7748.25
MRT,degF,178.0,Maximum Recorded Temperature,0504510487,0504510487_2363369.LAS,7748.25
BHT,DegF,70.0,Bottom Hole Temp,0504510488,0504510488_2585847.las,7448.4
MRT,DegF,32.0,Max Recorded Temp,0504510488,0504510488_2585847.las,7448.4
BHT,DegF,70.0,Bottom Hole Temp,0504510488,0504510488_2585849.las,7448.3
MRT,DegF,32.0,Max Recorded Temp,0504510488,0504510488_2585849.las,7448.3
BHT,DEGF,197.0,Bottom Hole Temperature (used in calculations),0504510495,0504510495_2304650.LAS,9456.0
MRT,DEGF,197.0,Maximum Recorded Temperature,0504510495,0504510495_2304650.LAS,9456.0
BHT,DEGF,225.0,Bottom Hole Temperature (used in calculations),0504510496,0504510496_2292726.LAS,10385.5
MRT,DEGF,225.0,Maximum Recorded Temperature,0504510496,0504510496_2292726.LAS,10385.5
BHT,DEGF,225.0,Bottom Hole Temperature (used in calculations),0504510496,0504510496_2308209.LAS,10385.5
MRT,DEGF,225.0,Maximum Recorded Temperature,0504510496,0504510496_2308209.LAS,10385.5
BHT,DEGF,225.0,Bottom Hole Temperature (used in calculations),0504510496,0504510496_2386190.LAS,10385.5
MRT,DEGF,225.0,Maximum Recorded Temperature,0504510496,0504510496_2386190.LAS,10385.5
BHT,DEGF,166.0,Bottom Hole Temperature (used in calculations),0504510497,0504510497_2270191.LAS,8302.0
MRT,DEGF,166.0,Maximum Recorded Temperature,0504510497,0504510497_2270191.LAS,8302.0
BHT,DEGF,199.0,Bottom Hole Temperature (used in calculations),0504510500,0504510500_2581018.LAS,8693.0
MRT,DEGF,199.0,Maximum Recorded Temperature,0504510500,0504510500_2581018.LAS,8693.0
BHT,DEGF,94.0,Bottom Hole Temperature (used in calculations),0504510500,0504510500_2581019.LAS,1536.5
MRT,DEGF,94.0,Maximum Recorded Temperature,0504510500,0504510500_2581019.LAS,1536.5
BHT,DEGF,229.0,Bottom Hole Temperature (used in calculations),0504510501,0504510501_2581132.LAS,9439.5
MRT,DEGF,229.0,Maximum Recorded Temperature,0504510501,0504510501_2581132.LAS,9439.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504510502,0504510502_2581133.LAS,9599.0
MRT,DEGF,227.778,Maximum Recorded Temperature,0504510502,0504510502_2581133.LAS,9599.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504510502,0504510502_2581134.LAS,9599.0
MRT,DEGF,227.778,Maximum Recorded Temperature,0504510502,0504510502_2581134.LAS,9599.0
BHT,DEGF,221.05,Bottom Hole Temperature (used in calculations),0504510503,0504510503_2581138.LAS,9600.0
MRT,DEGF,221.052,Maximum Recorded Temperature,0504510503,0504510503_2581138.LAS,9600.0
BHT,DEGF,244.0,Bottom Hole Temperature (used in calculations),0504510503,0504510503_2581390.LAS,9615.5
MRT,DEGF,244.0,Maximum Recorded Temperature,0504510503,0504510503_2581390.LAS,9615.5
BHT,DEGF,219.0,Bottom Hole Temperature,0504510504,0504510504_2400681.LAS,9273.0
MRT,DEGF,219.0,Maximum Recorded Temperature,0504510504,0504510504_2400681.LAS,9273.0
BHT,DEGF,218.0,Bottom Hole Temperature (used in calculations),0504510505,0504510505_2263131.LAS,9831.0
MRT,DEGF,218.0,Maximum Recorded Temperature,0504510505,0504510505_2263131.LAS,9831.0
BHT,DEGF,90.0,Bottom Hole Temperature (used in calculations),0504510507,0504510507_2290219.LAS,1513.0
MRT,DEGF,90.0,Maximum Recorded Temperature,0504510507,0504510507_2290219.LAS,1513.0
BHT,DEGF,228.0,Bottom Hole Temperature,0504510507,0504510507_2385729.LAS,9340.0
MRT,DEGF,228.0,Maximum Recorded Temperature,0504510507,0504510507_2385729.LAS,9340.0
BHT,DEGF,217.0,Bottom Hole Temperature (used in calculations),0504510508,0504510508_2359262.LAS,9719.5
MRT,DEGF,217.0,Maximum Recorded Temperature,0504510508,0504510508_2359262.LAS,9719.5
BHT,DEGF,205.0,Bottom Hole Temperature (used in calculations),0504510510,0504510510_2370851.LAS,9094.5
MRT,DEGF,205.0,Maximum Recorded Temperature,0504510510,0504510510_2370851.LAS,9094.5
BHT,DEGF,203.0,Bottom Hole Temperature (used in calculations),0504510511,0504510511_2336952.LAS,9063.0
MRT,DEGF,203.0,Maximum Recorded Temperature,0504510511,0504510511_2336952.LAS,9063.0
BHT,DEGF,91.0,Bottom Hole Temperature (used in calculations),0504510511,0504510511_2387803.LAS,1531.0
MRT,DEGF,91.0,Maximum Recorded Temperature,0504510511,0504510511_2387803.LAS,1531.0
BHT,DEGF,91.0,Bottom Hole Temperature (used in calculations),0504510511,0504510511_2413280.LAS,1531.0
MRT,DEGF,91.0,Maximum Recorded Temperature,0504510511,0504510511_2413280.LAS,1531.0
BHT,DegF,70.0,Bottom Hole Temp,0504510513,0504510513_2586739.las,7553.5
MRT,DegF,32.0,Max Recorded Temp,0504510513,0504510513_2586739.las,7553.5
BHT,DEGF,100.0,Bottom Hole Temperature (used in calculations),0504510519,0504510519_2255845.LAS,1158.5
MRT,,,Maximum Recorded Temperature,0504510519,0504510519_2255845.LAS,1158.5
BHT,DEGF,212.0,Bottom Hole Temperature,0504510519,0504510519_2285347.LAS,6578.0
MRT,DEGF,196.0,Maximum Recorded Temperature,0504510519,0504510519_2285347.LAS,6578.0
BHT,DEGF,100.0,Bottom Hole Temperature (used in calculations),0504510519,0504510519_2365612.LAS,1182.5
MRT,,,Maximum Recorded Temperature,0504510519,0504510519_2365612.LAS,1182.5
BHT,DEGF,94.0,Bottom Hole Temperature (used in calculations),0504510520,0504510520_2289433.LAS,1410.0
MRT,DEGF,94.0,Maximum Recorded Temperature,0504510520,0504510520_2289433.LAS,1410.0
BHT,DEGF,160.0,Bottom Hole Temperature (used in calculations),0504510520,0504510520_2305999.LAS,6803.0
MRT,DEGF,160.0,Maximum Recorded Temperature,0504510520,0504510520_2305999.LAS,6803.0
BHTEMP:1,degF,152.0,Bottom Hole Temperature,0504510521,0504510521_2372259.LAS,7018.25
BHTEMP:2,degF,166.0,Bottom Hole Temperature,0504510521,0504510521_2372259.LAS,7018.25
MRT:1,degF,152.0,Maximum Recorded Temperature,0504510521,0504510521_2372259.LAS,7018.25
MRT:2,degF,166.0,Maximum Recorded Temperature,0504510521,0504510521_2372259.LAS,7018.25
TEMP,degF,162.0,Bottom Hole Temperature,0504510522,0504510522_2249164.LAS,7237.25
MRT,degF,162.0,Maximum Recorded Temperature,0504510522,0504510522_2249164.LAS,7237.25
BHTEMP,degF,168.0,Bottom Hole Temperature,0504510523,0504510523_2380357.LAS,7141.75
MRT,degF,168.0,Maximum Recorded Temperature,0504510523,0504510523_2380357.LAS,7141.75
BHTEMP,degF,173.0,Bottom Hole Temperature,0504510524,0504510524_2379573.LAS,7226.0
MRT,degF,173.0,Maximum Recorded Temperature,0504510524,0504510524_2379573.LAS,7226.0
BHT,DegF,32.0,Bottom Hole Temp,0504510533,0504510533_2243349.LAS,7663.222
MRT,DegF,32.0,Max Recorded Temp,0504510533,0504510533_2243349.LAS,7663.222
BHT,DegF,32.0,Bottom Hole Temp,0504510535,0504510535_2584557.LAS,7533.619
MRT,DegF,32.0,Max Recorded Temp,0504510535,0504510535_2584557.LAS,7533.619
MRT,degF,248.0,Maximum Recorded Temperature,0504510540,0504510540_2755510.las,8426.0
BHT,DEGF,160.0,Bottom Hole Temperature (used in calculations),0504510544,0504510544_2264355.LAS,6768.0
MRT,DEGF,160.0,Maximum Recorded Temperature,0504510544,0504510544_2264355.LAS,6768.0
BHT,DEGF,200.0,Bottom Hole Temperature,0504510545,0504510545_2335993.LAS,7026.0
MRT,DEGF,200.0,Maximum Recorded Temperature,0504510545,0504510545_2335993.LAS,7026.0
BHT,DEGF,192.15,Bottom Hole Temperature,0504510546,0504510546_2260255.LAS,6556.0
MRT,DEGF,194.7,Maximum Recorded Temperature,0504510546,0504510546_2260255.LAS,6556.0
BHT,DegF,32.0,Bottom Hole Temp,0504510555,0504510555_2761080.las,8803.642
MRT,DegF,32.0,Max Recorded Temp,0504510555,0504510555_2761080.las,8803.642
BHT,DEGF,212.0,Bottom Hole Temperature,0504510556,0504510556_2254346.LAS,7679.0
MRT,DEGF,198.0,Maximum Recorded Temperature,0504510556,0504510556_2254346.LAS,7679.0
BHT,DEGF,206.0,Bottom Hole Temperature (used in calculations),0504510562,0504510562_2250729.LAS,8443.0
MRT,DEGF,206.0,Maximum Recorded Temperature,0504510562,0504510562_2250729.LAS,8443.0
BHT:1,,,Bottom Hole Temperature,0504510563,0504510563_2770606.las,6794.0
MRT:1,,N/A,Max Recorded Temperature,0504510563,0504510563_2770606.las,6794.0
BHT:2,,,Bottom Hole Temperature,0504510563,0504510563_2770606.las,6794.0
MRT:2,,,Max Recorded Temperature,0504510563,0504510563_2770606.las,6794.0
BHT:3,,,Bottom Hole Temperature,0504510563,0504510563_2770606.las,6794.0
MRT:3,,,Max Recorded Temperature,0504510563,0504510563_2770606.las,6794.0
MRT,degF,242.0,Maximum Recorded Temperature,0504510568,0504510568_2602518.las,8520.0
MRT,degF,242.0,Maximum Recorded Temperature,0504510568,0504510568_2602519.las,8520.0
MRT,degF,242.0,Maximum Recorded Temperature,0504510569,0504510569_2603699.las,8560.0
MRT,degF,242.0,Maximum Recorded Temperature,0504510569,0504510569_2603701.las,8560.0
BHT,DEGF,213.0,Bottom Hole Temperature (used in calculations),0504510579,0504510579_2278399.LAS,9788.0
MRT,DEGF,213.0,Maximum Recorded Temperature,0504510579,0504510579_2278399.LAS,9788.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510581,0504510581_2327067.LAS,8987.0
MRT,DEGF,0.0,Maximum Recorded Temperature,0504510581,0504510581_2327067.LAS,8987.0
BHT,DEGF,165.0,Bottom Hole Temperature,0504510582,0504510582_2258723.LAS,8671.0
MRT,DEGF,203.0,Maximum Recorded Temperature,0504510582,0504510582_2258723.LAS,8671.0
BHT,DEGF,199.0,Bottom Hole Temperature,0504510583,0504510583_2232883.LAS,8759.0
MRT,DEGF,199.0,Maximum Recorded Temperature,0504510583,0504510583_2232883.LAS,8759.0
BHT,DEGF,208.0,Bottom Hole Temperature (used in calculations),0504510584,0504510584_2260500.LAS,10010.0
MRT,DEGF,208.0,Maximum Recorded Temperature,0504510584,0504510584_2260500.LAS,10010.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510585,0504510585_2351919.LAS,8694.0
MRT,DEGF,0.0,Maximum Recorded Temperature,0504510585,0504510585_2351919.LAS,8694.0
BHT,DEGF,221.0,Bottom Hole Temperature (used in calculations),0504510587,0504510587_2582571.LAS,8910.0
MRT,,,Maximum Recorded Temperature,0504510587,0504510587_2582571.LAS,8910.0
BHT,DEGF,237.7,Bottom Hole Temperature (used in calculations),0504510591,0504510591_2608615.las,9014.0
MRT,DEGF,237.7,Maximum Recorded Temperature,0504510591,0504510591_2608615.las,9014.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510592,0504510592_2332545.LAS,9020.0
MRT,DEGF,215.0,Maximum Recorded Temperature,0504510592,0504510592_2332545.LAS,9020.0
BHT,DEGF,225.0,Bottom Hole Temperature (used in calculations),0504510592,0504510592_2380700.LAS,9044.0
MRT,DEGF,227.0,Maximum Recorded Temperature,0504510592,0504510592_2380700.LAS,9044.0
BHT,DEGF,172.0,Bottom Hole Temperature (used in calculations),0504510593,0504510593_2245481.LAS,8104.0
MRT,DEGF,172.0,Maximum Recorded Temperature,0504510593,0504510593_2245481.LAS,8104.0
BHT,DEGF,172.0,Bottom Hole Temperature,0504510593,0504510593_2295049.LAS,8910.0
MRT,DEGF,172.0,Maximum Recorded Temperature,0504510593,0504510593_2295049.LAS,8910.0
BHT,DEGF,241.0,Bottom Hole Temperature (used in calculations),0504510596,0504510596_2608520.las,8933.0
MRT,DEGF,241.0,Maximum Recorded Temperature,0504510596,0504510596_2608520.las,8933.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510597,0504510597_2289146.LAS,9222.0
MRT,DEGF,225.0,Maximum Recorded Temperature,0504510597,0504510597_2289146.LAS,9222.0
BHT,DEGF,238.0,Bottom Hole Temperature (used in calculations),0504510598,0504510598_2608617.las,9143.0
MRT,DEGF,238.0,Maximum Recorded Temperature,0504510598,0504510598_2608617.las,9143.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504510599,0504510599_2255766.LAS,10500.0
MRT,,,Maximum Recorded Temperature,0504510599,0504510599_2255766.LAS,10500.0
BHT,DEGF,200.0,Bottom Hole Temperature,0504510600,0504510600_2300967.LAS,8993.0
MRT,DEGF,195.0,Maximum Recorded Temperature,0504510600,0504510600_2300967.LAS,8993.0
BHT,DEGF,275.0,Bottom Hole Temperature (used in calculations),0504510601,0504510601_2268333.LAS,11668.5
MRT,,,Maximum Recorded Temperature,0504510601,0504510601_2268333.LAS,11668.5
BHT,DEGF,257.0,Bottom Hole Temperature (used in calculations),0504510601,0504510601_2320401.LAS,10878.0
MRT,DEGF,257.0,Maximum Recorded Temperature,0504510601,0504510601_2320401.LAS,10878.0
BHT,DEGF,275.0,Bottom Hole Temperature,0504510601,0504510601_2332358.LAS,11668.5
MRT,DEGF,275.0,Maximum Recorded Temperature,0504510601,0504510601_2332358.LAS,11668.5
BHT,DEGF,90.0,Bottom Hole Temperature (used in calculations),0504510603,0504510603_2313127.LAS,1560.5
MRT,DEGF,90.0,Maximum Recorded Temperature,0504510603,0504510603_2313127.LAS,1560.5
BHT,DEGF,212.0,Bottom Hole Temperature,0504510603,0504510603_2313436.LAS,9307.0
MRT,DEGF,224.0,Maximum Recorded Temperature,0504510603,0504510603_2313436.LAS,9307.0
BHT,DEGF,221.0,Bottom Hole Temperature (used in calculations),0504510608,0504510608_2766762.las,9071.0
MRT,DEGF,221.0,Maximum Recorded Temperature,0504510608,0504510608_2766762.las,9071.0
BHT,DEGF,210.0,Bottom Hole Temperature (used in calculations),0504510625,0504510625_2246018.LAS,8698.5
MRT,DEGF,210.0,Maximum Recorded Temperature,0504510625,0504510625_2246018.LAS,8698.5
MRT,degF,177.0,Maximum Recorded Temperature,0504510630,0504510630_2369478.LAS,7573.0
BHT,degF,177.0,BottomHole Temp,0504510630,0504510630_2369478.LAS,7573.0
BHT,DEGF,190.0,Bottom Hole Temperature,0504510646,0504510646_2402646.LAS,7240.0
MRT,DEGF,190.0,Maximum Recorded Temperature,0504510646,0504510646_2402646.LAS,7240.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504510647,0504510647_2234308.LAS,7203.0
MRT,,,Maximum Recorded Temperature,0504510647,0504510647_2234308.LAS,7203.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510647,0504510647_2350321.LAS,7205.0
MRT,DEGF,201.0,Maximum Recorded Temperature,0504510647,0504510647_2350321.LAS,7205.0
BHT,DEGF,140.0,Bottom Hole Temperature (used in calculations),0504510649,0504510649_2265519.LAS,1243.0
MRT,DEGF,140.0,Maximum Recorded Temperature,0504510649,0504510649_2265519.LAS,1243.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510649,0504510649_2331506.LAS,7058.0
MRT,DEGF,187.0,Maximum Recorded Temperature,0504510649,0504510649_2331506.LAS,7058.0
BHT,DEGF,149.3,Bottom Hole Temperature (used in calculations),0504510650,0504510650_2282922.LAS,6018.0
MRT,DEGF,149.3,Maximum Recorded Temperature,0504510650,0504510650_2282922.LAS,6018.0
BHT,DEGF,161.0,Bottom Hole Temperature (used in calculations),0504510681,0504510681_2224124.LAS,7660.0
MRT,DEGF,161.0,Maximum Recorded Temperature,0504510681,0504510681_2224124.LAS,7660.0
BHT:1,,,Bottom Hole Temperature,0504510687,0504510687_2769412.las,9043.0
MRT:1,,N/A,Max Recorded Temperature,0504510687,0504510687_2769412.las,9043.0
BHT:2,,,Bottom Hole Temperature,0504510687,0504510687_2769412.las,9043.0
MRT:2,,,Max Recorded Temperature,0504510687,0504510687_2769412.las,9043.0
BHT:3,,,Bottom Hole Temperature,0504510687,0504510687_2769412.las,9043.0
MRT:3,,,Max Recorded Temperature,0504510687,0504510687_2769412.las,9043.0
BHT,DEGF,96.0,Bottom Hole Temperature (used in calculations),0504510695,0504510695_2323839.LAS,1518.0
MRT,DEGF,96.0,Maximum Recorded Temperature,0504510695,0504510695_2323839.LAS,1518.0
BHT,DEGF,208.0,Bottom Hole Temperature (used in calculations),0504510695,0504510695_2376926.LAS,9808.5
MRT,DEGF,208.0,Maximum Recorded Temperature,0504510695,0504510695_2376926.LAS,9808.5
BHT,DEGF,230.0,Bottom Hole Temperature,0504510696,0504510696_2318621.LAS,8948.0
MRT,DEGF,217.0,Maximum Recorded Temperature,0504510696,0504510696_2318621.LAS,8948.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504510703,0504510703_2584778.LAS,1214940.0
MRT,DEGF,278.0,Maximum Recorded Temperature,0504510703,0504510703_2584778.LAS,1214940.0
MRT3,,,Maximum Recorded Temperature 3,0504510703,0504510703_2584778.LAS,1214940.0
MRT2,,,Maximum Recorded Temperature 2,0504510703,0504510703_2584778.LAS,1214940.0
MRT1,DEGF,278.0,Maximum Recorded Temperature 1,0504510703,0504510703_2584778.LAS,1214940.0
BHT,DEGF,224.0,Bottom Hole Temperature (used in calculations),0504510713,0504510713_2227361.LAS,6567.5
MRT,DEGF,224.53,Maximum Recorded Temperature,0504510713,0504510713_2227361.LAS,6567.5
BHT,DEGF,200.0,Bottom Hole Temperature (used in calculations),0504510713,0504510713_2399263.LAS,6614.5
MRT,DEGF,200.0,Maximum Recorded Temperature,0504510713,0504510713_2399263.LAS,6614.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504510714,0504510714_2338616.LAS,6676.5
MRT,,,Maximum Recorded Temperature,0504510714,0504510714_2338616.LAS,6676.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504510714,0504510714_2377757.LAS,6682.5
MRT,DEGF,229.0,Maximum Recorded Temperature,0504510714,0504510714_2377757.LAS,6682.5
BHT,DegF,32.0,Bottom Hole Temp,0504510723,0504510723_2654842.las,9445.374
MRT,DegF,32.0,Max Recorded Temp,0504510723,0504510723_2654842.las,9445.374
BHT,DEGF,206.0,Bottom Hole Temperature (used in calculations),0504510725,0504510725_2547562.las,7758.0
MRT,DEGF,206.0,Maximum Recorded Temperature,0504510725,0504510725_2547562.las,7758.0
BHT,DEGF,170.0,Bottom Hole Temperature (used in calculations),0504510730,0504510730_2268911.LAS,6448.5
MRT,DEGF,170.0,Maximum Recorded Temperature,0504510730,0504510730_2268911.LAS,6448.5
BHT,DEGF,85.0,Bottom Hole Temperature (used in calculations),0504510731,0504510731_2242342.LAS,1321.0
MRT,DEGF,85.0,Maximum Recorded Temperature,0504510731,0504510731_2242342.LAS,1321.0
BHT,DEGF,146.0,Bottom Hole Temperature (used in calculations),0504510731,0504510731_2367833.LAS,3982.5
MRT,DEGF,146.0,Maximum Recorded Temperature,0504510731,0504510731_2367833.LAS,3982.5
BHT,DEGF,212.0,Bottom Hole Temperature,0504510733,0504510733_2296714.LAS,7212.0
MRT,DEGF,0.0,Maximum Recorded Temperature,0504510733,0504510733_2296714.LAS,7212.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504510737,0504510737_2225312.LAS,1361.5
MRT,,,Maximum Recorded Temperature,0504510737,0504510737_2225312.LAS,1361.5
BHT,DEGF,240.0,Bottom Hole Temperature,0504510737,0504510737_2410153.LAS,8742.0
